Review Text,Actual Sentiment,Predicted Sentiment,Original Rating
selamt pagi ubah nama serta aplikasi jkn mobile daftr tpi timbul nma orang,neutral,neutral,1
mantp deh,neutral,neutral,1
daftar mobile jkn bikin mudah verifikasi itununggu nomor verifikasi sms gak masuk email gak masuktauk yg bikin aplikasi gmn,positive,positive,5
aplikasi erorr tolong tingkat kualitas nya,neutral,neutral,5
update eh masuk ulang password sll salah ga ganti pilih lupa password eh muncul captcha salah sdh ribet jaring bagus pakai wifi nonton drakor aja lancarrrrr wkwk ampun dah,positive,positive,1
apk buruk login ulang password tp tdk bs masuk,negative,negative,1
susah banget notif email no hp,negative,negative,2
please ganda aplikasi batas uda gak login akun gak aplikasi ganda ribet masuk akun,neutral,neutral,1
aplikasi bantu obat puskesmas mudah guna,positive,positive,5
aplikasi buka eror,neutral,neutral,3
mudah pindah faskes gak ribet kantor langsung,positive,positive,1
bantu terimakasih jkn mobile,neutral,neutral,1
eebikin darah tinggimasa pas daftar pakai no wanah pas selesai daftar suruh ferifikasi pas ferifikasi pakai sms g wa pas klik no orang aneh banget ferivikasi pake muka emang g gunamending kaya g pake aneh anehmending gusa download sarankucuma nambah darah orang,negative,negative,1
laku ubah faskes lamasistem online tunggu tanggal laku ubah faskes,neutral,neutral,5
fitur rehab nya update transfer catat bayar chat via wa respon tolong baik management bpjs sehat,positive,positive,5
ngebantu susah maaf kasih bintang dah coba daftar mah minggu gak mulu pusing daftar pol gigi rs susah nya ampun depan mohon baik aplikasi,negative,negative,5
baikin dlu sistem jalan apknya repot banget klo,negative,negative,1
g masuk aneh,negative,negative,4
aplikasi bobrok buka aja gak,neutral,neutral,5
daftar antri online kalo gak guna org sakit suruh nunggu antri sampe jam,neutral,neutral,5
manfaat mudah layan faskes rumah sakit terimakasih jkn,positive,positive,5
respond ubah data cepat simpel verifikasi hasil tunggu yg singkat,positive,positive,1
gajelas ni aplikasi mudah sulit masukin nomor tlp aja banget kode nya ga masuk masuk,neutral,neutral,5
login captcha muter mulu,neutral,neutral,1
verifikasi otp susah,negative,negative,5
mantap cepat gak ribet is the best,positive,positive,1
mudah antri online,positive,positive,3
gagal log in terang offline,negative,negative,1
senang,neutral,neutral,5
auto logout bikin ribet,neutral,neutral,5
layan yg muas tolong tahan,neutral,neutral,5
layan verifikasi wajah sinyal oke gampang pda ngecek diwebsite,positive,positive,3
log out trus masuk susah kacau,negative,negative,1
ganti faskes gk bisapas klik wilayah gak muncul pilih wilayah pas akun verifikasi wajah kali bisaa,neutral,neutral,5
mudah cepat aplikasi,positive,positive,1
ribet kalo udah verifikasi email ga verifikasi no hp kalo lelet kirim kode otp,negative,negative,5
lengkap mudah,positive,positive,1
jkn gak gua kontrol ambil antre tiba login pake nik asa pw nya udah bener salah lari lupa sandi verifikasi otp kek ti lu tidur gimana kagak ngirim otp ya udah minggu kemaren bpjs bpk gua gk login sampe tetep gak login verif otp gak masuk kode plis developer nyusahin kalo ilangin aja ni app gak daftar online,neutral,neutral,4
aplikasi tolol masuk ga,neutral,neutral,1
mudah cepat brav,positive,positive,5
daftar layan antre pilih faskes rujuk tingkat terang milik rujuk surat kontrol surat rujuk faskes laku kali kali kontrol,neutral,neutral,4
ya gabisa masuk akun data,neutral,neutral,5
bagus bantu akses data pribadi,positive,positive,5
verifikasi wajah sulit gagal berkalikali,negative,negative,4
min aplikasi eror ya login aja ga,neutral,neutral,5
jkn tolol offline,neutral,neutral,1
bantu mudah akses,positive,positive,1
terimakasih mobile jkn bantu bangat,neutral,neutral,1
kalo era digital pksa susah masuk apk bnyak alsan apk kalo gak nik chapca yg salah yg bayar sulit yg grts,negative,negative,4
pindah faskeskok alamat faskes nya gak munculsedang masuk cari alamat faskesmalah eror gk temu,neutral,neutral,4
kali aplikasi buka gak pandu blok putih klik sampe hilang risih banget login logout mesti pandu sesi buka aplikasi,neutral,neutral,4
aplikasi opo iki otp gak masuk masuk,neutral,neutral,1
udah verifikasi pas buka kamera ga bisa padahal muka udah kotak trus udah senyum tolong ya diperbaikinudah kali nyoba tetep gagal,negative,negative,5
aplikasi mudah sayang akun hilang kala kalo nggak password nggak masuk tolong baik terimakasih,positive,positive,5
servernya down,neutral,neutral,5
suka log out sendirikalau daftar online suka errorentah apk,positive,positive,1
moga simple mudah,positive,positive,5
aplikasi udah daftar buka ga trs daftar mlh ga buka,neutral,neutral,5
guna obat faskes faskes rujuk gak singkron dokter jadwal antre gak guna pakai aplikasi serba manual rs rujuk,neutral,neutral,1
gc aplikasi,neutral,neutral,1
lot suka lalo lambat loding,neutral,neutral,5
udah bayar lunas ga pake bpjsnya tau gitu gausah bayar mending obat buang buang uang aja,neutral,neutral,2
aplikasi mudah pasien daftar periksa rujuk tingkat,positive,positive,1
aplikasi gimmick error melulu developer kompeten buangbuang anggar negara,negative,negative,5
registrasi kode refrealnya gmna cek nya,neutral,neutral,2
aplikasi sampah buruk susah login nya otp,negative,negative,5
kecewa login smua bner salah trus,negative,negative,5
besttt,neutral,neutral,1
aplikasi log out sendiritolong perbaikiudh update bobrok aplikasi hadehhdulu aplikasi baguscepatsatset pokok gk log out sendiritapi update log out gimana aplikasi kembang baikkalau log out sendiritolong baik log out iniudah login aplikasi sbentar masuk eh log out hadehh bikin jengkel,positive,neutral,5
gmna min captcha gak kliatan loading muter,neutral,neutral,5
kali coba daftar ambil nomor antri gagal mulu gak dipake daftar online kalo apk nya blm dipke jgn keluar baik dlu biar dipake org ga ribet,neutral,neutral,1
bagus banget layan d bpjs gratis,positive,positive,3
,neutral,neutral,5
mayan,neutral,neutral,5
tibatiba ambil antri faskes,neutral,neutral,5
daftar wajah sulit susah deteksi wajah,negative,negative,1
g login semenjak update baru server sampah,negative,negative,3
puas manfaat,positive,positive,1
ya sempurna,neutral,neutral,1
bantu mudah guna kartu hilang ubah paskesterima kasih,positive,positive,5
aja cek status bayar nggak pencet menu nggak muncul pemberitahuan minta proses offline jaring nonton youtube lancar pulak akses aplikasi nggak lihat pandawa aja udah ketik nik tanggal lahir yg jelas udah nggak tanggap cakap udah ulang kali mastiin emang nggak,neutral,neutral,5
jujur aplikasi mudah masyarakat tahap loginnya rumit verivikasi nya susah aplikasi bgt update diupdate buka cek satu yg diupdate,neutral,neutral,1
ribet clueless mesti tanya kirim screenshot aplikasi eh gak ribet hufftt,neutral,neutral,5
aplikasi buka mutar muter aja program perintah maju swasta,neutral,neutral,5
terima kasih bpjs sehat,neutral,neutral,1
keren n bantu,neutral,neutral,5
aplikasi bagus kali daftar antre puskesmas online pas kali gak jadwal dokter sedia terang dokter buka aktif solusi gimana anti ribet pake online gak daftar,positive,positive,1
skrining gak loading kuota suruh kirim bukti screenshot gimana kirim gak screenshot aplikasi nya pakai aplikasi nyuruh,neutral,neutral,5
buka aplikasinyaa tolkng hp poco x gt,neutral,neutral,3
knp si tibatiba logout sendiriudah daftar ulang lupa sandi ttep ga pdhl udah isi pulsa,neutral,neutral,5
daftar suka gagal blm digital,neutral,neutral,5
apk nya bagus,positive,positive,5
no handphone udah bener gagal mulu aplikasi busuk,negative,negative,5
alhamdulillah bantu ubah data aplikasi jkntanpa antri,neutral,neutral,5
mudah cepat kualitas,positive,positive,5
mantaap app mudah pakai,positive,positive,4
nunngu kode otp nggak kirim,neutral,neutral,5
ga daftar gabisa masuk captcha loading aja ga muncul,neutral,neutral,1
download ruang simpan penuh,neutral,neutral,1
ribet daftar daftar aja bilang daftar padhl masuk nya,neutral,neutral,2
bagus mudah moga manfaat,positive,positive,1
bagus nyaman,positive,positive,1
ok bantu masarakat makasih perintah indonesia,neutral,neutral,1
mo download gabisa oyyyyyy,neutral,neutral,5
aplikasi gampang paham,neutral,neutral,1
aplikasi ganggu lol,neutral,neutral,3
excelent,neutral,neutral,2
obat musti daftar aplikasi gilir daftar gabisa eror daftarin pol gigi mau bpjs sih layan pindah via aplikasi aplikasi sulit obat gimana keluh aplikasi baca gak sih,negative,negative,3
malam mobile jkn gak akses suruh masuk kode captcha gak salah kayak eror trobel ngebug habis update barusan,neutral,neutral,4
mudah gak pakai ribet bangun malam tidur jam nomer jkn mobile membanntu,positive,positive,1
suka aplikasi nya gak buka aplikasi,positive,positive,1
tambah serta oramg tua singel,neutral,neutral,2
bantu mudah layan sehat antri daftar rumah tunjuk no antri layan daftar fasilitas kunjung daftar seleasi nice work hemat,positive,positive,5
blm kendala keep up the good work bpjs,neutral,neutral,5
face recognition gagal udah puskesmas nya loh gabisa masuk,negative,negative,1
sering error,negative,negative,5
sdg,neutral,neutral,3
ga guna,neutral,neutral,1
muas,neutral,neutral,3
kaga baik khusus bug otp dr kemarin susah bener udh gonta ganti no hp tetep aja kaga kocak,neutral,neutral,3
mantap,positive,positive,5
verifikasi no telpon sms susah daftar verifikasi email verifikasi no telpon ngga dapet codenya udah ganti nomor tetep aja aplikasi gajelas,negative,negative,1
aplikasi popodolan,neutral,neutral,5
aplikasi buruk error ndak login sinyal bagus,negative,negative,5
faskes indonesia obat pakai bpjs lambat penangananya obat pakai uang pribadi faskes langsung gercep,negative,negative,1
tahan,neutral,neutral,1
bantu mudah urus,positive,positive,5
bug daftar kadang gak daftar,neutral,neutral,5
susah masuk aplikasi,negative,negative,1
layan nya ramah,neutral,neutral,1
josd,neutral,neutral,4
aplikasi ga bgt deh kalo sms pke pulsa dr jaman sknrng udh pakai waemail tp nih aplikasi kuno bgt anjirr baddd,neutral,neutral,4
aplikasi perintah emang cacatdaftar kode oto nya gak muncul muncul aneh,negative,negative,1
aplikasi error update error daftar update pengembanv tolong respon guna bikin update hasil,negative,negative,5
mudah kantor bpjs,positive,positive,3
otp susah email gk sms pke pulsa hadeh sedia jg via wa gampang urusanx,negative,negative,5
ya kartu bpjs aktif non aktif aktif ulang ulang,neutral,neutral,1
bingung dgn apl karna kali pakai lg yg urgent tp alhamdulillah lancar karna cari info digoogle pandawa apl jkn mudah dlm rubah data anggota terimakasih apl jkn,positive,positive,2
urus sehat keluarga gampang proses apk mobile jkn,neutral,neutral,4
tolong verifikasi make wajah mudah kali kali coba tetep gabisa susah bikin bpjs sulit kerja loh sulit,negative,negative,4
ambil nomer antri gagalmohon baik kasih bintang,positive,positive,1
aplikasi membantukemudahan guna nyaterima kasih,neutral,neutral,5
carut marut kontrol jadwal ambil antri rs dokter kosong,neutral,neutral,1
bagus banget aplk nya mudah,positive,positive,5
verifikasi wajah,neutral,neutral,3
apk gampang logout,neutral,neutral,5
bagusbisa rubah faskes,neutral,neutral,5
selesai download buka aplikasi langsung bug layar hitam kadang muncul fitur login bagi fitur tolong benah,neutral,neutral,1
cape banget nungguin daftar pulsa captcha ga muncul kuota pake wifi ga suruh regist pake muka ngga mulu udh simetris muka isi udah layar mau muka taro kode otp nya plissssss gimana udah pulsa gamau masuk captcha ga muncul bales nomor pulsa jaring lancar kartu pulsa jaring sehat wal afiat kasih solusi yg bener,positive,neutral,5
server lot kalo jam antri onlen susah,negative,negative,1
aplilasi gak jelasudh diupdate mntanya bikin spanengggghapus aja aplikasi kek gni bikin efektifmlah bikin ribet kesell ll,neutral,neutral,1
dirut bpjs tolong tau mending mundur aja ketimbang bikin aplikasi gak guna mahalmerugikan negara,neutral,neutral,1
kode verifikasi,neutral,neutral,1
good job mudah aksses cepat respon,positive,positive,1
daftar layan antri sulit,negative,negative,5
bagus bantu,positive,positive,5
ga rubah data istri cerai ganti istri trus ga no wa help desk nya ga,neutral,neutral,1
pasang aplikasi susah login kode otp tdk masuk sms puluh kali coba coba kode pakai email terang tdk daftar suruh sms aja sms tdk masuk otpnya,negative,negative,5
mobile jkn ya ga login kode verif sms jenggot uban nunggunya ga muncul kecewa,negative,negative,1
mental mulu pas d bukacape reinstalymsh gt ajabuang kuota,neutral,neutral,5
bantu operasi,neutral,neutral,1
alhamdulillah aplikasi mudah urus pasien obat,positive,positive,5
tambah anggota keluarga gak anak daftar bpjs perintah tolong jelas,neutral,neutral,5
keyakn update payah bangettt,negative,negative,2
gk kode otp,neutral,neutral,1
cepat layan passrespon,positive,positive,1
layan jelek bisabisanya nomer hp pake kk gimana coba,negative,negative,1
isi nomer hp menu ubah data aja gk,neutral,neutral,3
baik aplikasi masuk tombol masuk nya nggak pencet gimana login,positive,positive,2
aneh kluar masuk susah pake bpjs mandiri gimana bayar iur ny kalo masuk aplikasi ny susah bener korupsi,negative,negative,4
jos mantab,neutral,neutral,1
buruk aplikasinyakenapa sich log out sendirilagi butuh obat anakcaptcha nya ga nongol mutar trs loading,negative,negative,3
aplikasi lot ngangguan ngk pakai daftar online bikin aplikasi ngk pernh baru baik,positive,positive,1
mantap bagus,positive,positive,1
akun,neutral,neutral,2
mudah anggota,positive,positive,1
bantu langsung update kalo ngerubah data pindah faskes pokok klinik dokter nya yg meriksa mau gue mh langsung pindah ya pakai bpjs kdang kya acuh acuh layan nya klinik nya langsung sifat urgent tangan rs sih bantu,neutral,neutral,1
bantu masyarakat,neutral,neutral,1
mantap bantu,positive,positive,3
pakai aplikasi bagus akurat terima kasih semangat juang nyawa,positive,positive,1
daftar akun pas masuk no hp kode verifikasi masuk hp pulsa nya da aktik tolong bantu,neutral,neutral,2
knapa jdi bginikok tulis login device lainpdhl gkda,neutral,neutral,1
aplikasi nyusahin login aja susah bngt,negative,negative,5
aplikasi sulit rakyat,negative,negative,1
bantu warga negara,neutral,neutral,5
ko nambah anggota kelurga gak sh,neutral,neutral,5
aplikasi nya jelek banget pake dappatar logout masuk verifikasi susah banget ngejeng lin,negative,negative,1
info riwayat layan anak muncul info riwayat layan hilang,neutral,neutral,1
sulit banget verifikasi nya kesini sulit orang pakai bpjs bayar,negative,negative,3
mobile jkn okey banget,neutral,neutral,5
res pon cepat,positive,positive,2
guna aplikasi mudah cepat minta ubah no hp email direspon,positive,positive,1
tolong banget verifikasi otpnya baik tunggu ga masukjuga kode aplikasi perintah loh bagus kaya gin hadeh,positive,positive,5
mantap tenan,positive,positive,5
rumit ribet,neutral,neutral,5
good member rating moga layan depan,neutral,neutral,2
aplikasi busuk update kali kali maju update login ulang,neutral,neutral,5
popup,neutral,neutral,1
aplikasi tiba error lg mepet nya,negative,negative,5
aplikasi lemottttttttttttttt,neutral,neutral,3
bagus nyaman,positive,positive,3
josslebih mudah,positive,positive,1
login aja ribet bener nik bener password bener gagal susah obat ya allah,negative,negative,5
rada ribet,neutral,neutral,5
sip aga susah dikit,negative,negative,2
b aja,neutral,neutral,3
aplikasinha bagus bantu banget gak ribet ambil antri rs gak kantor bpjs ubah faskes suskes yaa aplikasi,positive,positive,1
aplikasi yg aneh tdk,negative,negative,1
aplikasi kelas perintah bugerror tolong pilih pegawai it pintar kerja cepat gaji tolong sesuai aplikasi perintah nge bug,positive,positive,5
ga download perangkat kompatibel versi,neutral,neutral,1
beres,neutral,neutral,5
verifikasi otp sms ga masuk masuk coba tolong cek deh haduh,neutral,neutral,4
update buruk,negative,negative,5
manfaat guna,neutral,neutral,5
daftar antre surat rujukankontrol kontrol surat rujuk tera aplikasi laku depan sistem surat rujuk mohon baik sistem bikin mudah rakyat sulit mohon perhati baik,positive,positive,2
